Site,Sample_point,Date,Start_date,Time,com_pip_passes,com_pip_fb,sop_pip_passes,sop_pip_fb,nat_pip_passes,noid_pip_passes,noid_pip_fb,nls_passes,myotis_passes,unknown_passes,social_calls,Comments
Silwood,S323,07/05/2023,07/05/2023,23:24:00,4,0,3,0,0,0,0,0,0,0,0,overlapping pips
Silwood,S323,07/05/2023,07/05/2023,23:30:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S323,07/05/2023,07/05/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,07/05/2023,07/05/2023,23:42:00,2,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,07/05/2023,07/05/2023,23:48:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S323,07/05/2023,07/05/2023,23:54:00,0,0,1,0,0,0,0,0,0,0,0,v distant
Silwood,S323,08/05/2023,07/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,12,
Silwood,S323,08/05/2023,07/05/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:36:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:42:00,1,0,0,0,0,0,0,0,0,0,0,v distant
Silwood,S323,08/05/2023,07/05/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,00:54:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:00:00,0,0,0,0,0,0,0,0,1,0,0,v distant
Silwood,S323,08/05/2023,07/05/2023,01:06:00,0,0,0,0,0,0,0,0,1,0,0,v distant
Silwood,S323,08/05/2023,07/05/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:18:00,2,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:24:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:30:00,1,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,05:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S323,08/05/2023,07/05/2023,06:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,19:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:48:00,1,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,21:54:00,0,0,0,0,0,0,0,1,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:18:00,0,0,0,0,0,0,0,1,0,0,0,noctule
Silwood,S331,07/05/2023,07/05/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:36:00,0,0,0,0,0,0,0,2,0,0,0,likely leisler's
Silwood,S331,07/05/2023,07/05/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,14,
Silwood,S331,07/05/2023,07/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:24:00,0,0,0,0,0,0,0,0,1,0,0,poss bechstein/whiskered/brandts myotis
Silwood,S331,07/05/2023,07/05/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,07/05/2023,07/05/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,00:48:00,1,0,0,0,0,0,0,0,0,0,0,v distant
Silwood,S331,08/05/2023,07/05/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:42:00,1,0,0,0,0,0,0,0,0,0,0,v distant
Silwood,S331,08/05/2023,07/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,05:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S331,08/05/2023,07/05/2023,06:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,19:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:24:00,0,0,0,0,0,0,0,0,1,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:42:00,1,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,07/05/2023,07/05/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:30:00,0,0,0,0,0,0,0,0,1,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,00:54:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:06:00,0,0,0,0,0,0,0,0,1,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:12:00,1,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:48:00,0,0,1,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:06:00,0,0,7,0,0,0,0,0,0,0,0,v distant
Silwood,S332,08/05/2023,07/05/2023,05:12:00,0,0,2,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:36:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:42:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:48:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,05:54:00,0,0,0,0,0,0,0,0,0,0,0,
Silwood,S332,08/05/2023,07/05/2023,06:00:00,0,0,0,0,0,0,0,0,0,0,0,
